Marca temporal;1. Utiliza habitualmente la página web de ATM;2. Le resultó simple la creación de su cuenta en Mis Trámites;3. Le resulta comprensible la sección de Mis Trámites;4. El trámite que realizó dentro de Mis Trámites fue resuelto de forma:;5. La información brindada por la página web de ATM es:;6. El boleto para pagar el año 2021 lo obtiene por:;Agregue aquí su sugerencia
5/26/2021 14:55:41;SI;SI;SI;Satisfactoria;Regular;Recepción por correo electrónico;
5/26/2021 15:19:09;NO;NO;NO;Nada satisfactoria;Buena;Entrega en su domicilio real;Muchos errores de la página, poca respuestas al 148.
5/26/2021 16:12:02;SI;SI;SI;Nada satisfactoria;Mala;Descarga de la página web de ATM;
5/26/2021 16:42:49;SI;SI;NO;Muy satisfactoria;Buena;Descarga de la página web de ATM;
5/26/2021 17:19:40;NO;SI;SI;Nada satisfactoria;Buena;Descarga de la página web de ATM;EL TRAMITE NO FUE RESUELTO TODAVIA.
5/26/2021 17:26:42;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
5/26/2021 19:14:21;NO;SI;SI;Satisfactoria;Buena;Recepción por correo electrónico;
5/26/2021 23:06:56;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
5/27/2021 0:05:06;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;DEBERIA PERMITIRSE CREAR VEP PARA PAGO DE IIBB DESDE PAGINA DE AFIP (ASI COMO SE GENERA PARA AG DE RETENCION O ESCRIBANOS, ETC). 
5/27/2021 9:28:59;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
5/27/2021 9:55:36;NO;SI;SI;Poco satisfactoria;Buena;Descarga de la página web de ATM;Debería haber un importante call center para evacuar consultas.
5/27/2021 11:18:15;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
5/27/2021 11:27:08;SI;SI;SI;Nada satisfactoria;Regular;Descarga de la página web de ATM;NECESITO QUE RESPONDAN Y RESUELVAN EL EXPEDIENTE ELECTRÓNICO EE89362021 QUE ESTÁ CREADO DESDE EL 10/02/2021. GRACIAS
5/27/2021 12:05:35;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
5/27/2021 12:09:35;NO;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
5/27/2021 13:02:18;SI;SI;SI;Poco satisfactoria;Buena;Descarga de la página web de ATM;Mas rapidez en los tramites, que se preste atención y no generar nuevo inconveniente al ciudadano 
5/27/2021 14:28:32;SI;SI;NO;Poco satisfactoria;Regular;Descarga de la página web de ATM;Por favor en la parte de plan de pagos cuando no se pueda pagar tiene que haber alguna forma de solución fácil para reactivar esa cuota y poder pagarla, porque la intención y voluntad de pago de parte del contribuyente esta, lo difícil es encontrar gente de ATM que atiende el pedido y de una solución pronto.
5/27/2021 14:48:36;SI;SI;SI;Poco satisfactoria;Buena;Descarga de la página web de ATM;ME GUSTARÍA MÁS RAPIDEZ
5/27/2021 19:25:28;SI;SI;SI;Poco satisfactoria;Buena;Descarga de la página web de ATM;
5/27/2021 20:58:24;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;c 
5/28/2021 7:32:25;SI;NO;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;Notificar el avance del tramite, es decir el paso a las distintas oficinas u observaciones,  al correo electrónico 
5/28/2021 9:07:43;SI;SI;SI;Poco satisfactoria;Regular;Descarga de la página web de ATM;Acelerar los tiempos en que generan las boletas de pago.
5/28/2021 10:10:59;SI;SI;NO;Nada satisfactoria;Buena;Recepción por correo electrónico;
5/28/2021 10:36:43;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
5/28/2021 11:07:59;SI;SI;SI;Poco satisfactoria;Buena;Entrega en su domicilio real;
5/28/2021 11:53:08;NO;SI;NO;Satisfactoria;Regular;Descarga de la página web de ATM;El menú es complicado y poco claro, creo que el sistema está hecho para que uno gaste en un contador o pierda tiempo. La atención telefónica no existe, tengo grabado una hora de espere y será atendido, tuve que sacar un turno y cuando fui hasta allá me dieron un papel para que el tramite lo haga en internet, y encima la chica que me atendió me dijo que si en un par de semanas no me han contestado el expediente electrónico que saque otra vez turno para ir personalmente a ver que pasa!!! Atención al cliente muy mala. Deberían contratar a alguien que los asesore... Perdida de tiempo total
5/28/2021 11:56:24;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
5/28/2021 12:11:12;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
5/28/2021 12:53:21;SI;NO;SI;Satisfactoria;Buena;Descarga de la página web de ATM;Celeridad en la respuesta de trámites web 
5/28/2021 12:57:06;NO;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
5/28/2021 13:43:28;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
5/28/2021 13:53:58;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
5/28/2021 13:55:14;SI;SI;SI;Satisfactoria;Regular;Recepción por correo electrónico;
5/28/2021 14:27:56;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
5/28/2021 15:02:18;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
5/28/2021 15:35:27;NO;NO;SI;Nada satisfactoria;Mala;Recepción por correo electrónico;
5/28/2021 16:04:20;SI;SI;SI;Nada satisfactoria;Mala;Descarga de la página web de ATM;ES UN DESASTRE LA RESOLUCION DE EXPTES! SE TARDAN MAS DE UN MES CUANDO UNO LE PRESENTA TODA LA DOCUMENTACION. NO EXISTE GENTE CAPACITADA PARA RESOLVER UN TRAMITE!!! TODOS LOS MESES ABRIENDO EXPTES POR LAS MISMAS COSAS QUE SUPUESTAMENTE ME NOTIFICAN QUE CARGARON!!! DESASTROSOOOO
5/28/2021 17:18:40;SI;SI;SI;Nada satisfactoria;Mala;Nunca lo emitieron;Den un mail valido y de facil acceso para comunicarse ,no me emitieron el impuesto 2021 y no me dan solucion
5/28/2021 17:21:16;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;Estaba haciendo un trámite por la oficina virtual y me lo archivaron sin ninguna explicación
5/28/2021 18:32:28;NO;SI;NO;Poco satisfactoria;Buena;Descarga de la página web de ATM;NO es clara la forma de adjuntar documentos con la pantalla siguiente que efectúa propiamente la carga del documento.
5/28/2021 18:33:50;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
5/28/2021 21:26:55;NO;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
5/29/2021 11:23:31;SI;NO;NO;Satisfactoria;Regular;Descarga de la página web de ATM;
5/29/2021 13:07:34;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;MUY BUENO
5/29/2021 13:35:18;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
5/29/2021 13:38:18;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;necesito recibir impresos  en domicilio
5/30/2021 13:12:48;SI;NO;NO;Satisfactoria;Regular;Recepción por correo electrónico;Es complicada para entender la pagina, se usan términos familiares para los empleados de ATM y no para los usuarios
5/30/2021 19:58:48;SI;NO;NO;Poco satisfactoria;Buena;Recepción por correo electrónico;
5/30/2021 21:06:16;NO;SI;SI;Poco satisfactoria;Regular;Descarga de la página web de ATM;
5/30/2021 21:34:48;NO;SI;SI;Satisfactoria;Buena;Recepción por correo electrónico;
5/30/2021 23:31:18;SI;SI;SI;Poco satisfactoria;Muy Buena;Descarga de la página web de ATM;
5/30/2021 23:44:46;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
5/31/2021 0:12:07;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
5/31/2021 9:21:37;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
5/31/2021 9:51:24;NO;SI;SI;Satisfactoria;Buena;Recepción por correo electrónico;
5/31/2021 10:03:08;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;Hay tramites que jamas los resuelven  como el caso del contribuyente 20149408909
5/31/2021 10:15:42;NO;SI;SI;Poco satisfactoria;Regular;Dirigiendome a la bolsa de comercio;"Buenos días ,está bueno este sistema pero además deberia mejorar la atención teléfonica y el 148.Estos dos últimos servicios son un desastre.Estamos en una pandemia y se nos pide que no concurramos a lugares públicos ,pero como hacemos si los servicios que nos debemos dirigir son malos.
Gracias por entender.
Stimolo José Martín
Cel. 2616574970"
5/31/2021 10:16:54;SI;NO;SI;Nada satisfactoria;Buena;Descarga de la página web de ATM;PRESENTE exp  EE54180-2020 el 16/12/2020  SIN MOVIMIENTO NI RESPUESTA A LA FECHA
5/31/2021 10:21:07;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
5/31/2021 10:30:21;SI;NO;NO;Poco satisfactoria;Mala;Recepción por correo electrónico;
5/31/2021 10:43:58;NO;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
5/31/2021 11:03:28;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
5/31/2021 11:11:14;SI;SI;SI;Poco satisfactoria;Regular;Recepción por correo electrónico;
5/31/2021 11:14:45;NO;SI;SI;Satisfactoria;Buena;Recepción por correo electrónico;LA VES QUE INGRESO A LA PAGINA.... 
5/31/2021 11:40:13;SI;NO;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
5/31/2021 11:59:20;NO;NO;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
5/31/2021 13:01:04;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;es un poco difícil completar, en el apartado, mis trámites, las formas para reclamos de patentes pagas. 
5/31/2021 14:19:26;SI;SI;SI;Nada satisfactoria;Mala;Lo pago en la página ATM no lo descargo.o des;En tipo deTRÁMITE en Catastro a realizar,no figura Certificado Catastral o Presentaciones Varias como indica la guía suministrada para crear un expediente electrónico.Además,no me dice qué documentación debo adjuntar para solicitar el Certificado Catastral.(que es lo que solicito)
5/31/2021 14:44:14;NO;NO;NO;Poco satisfactoria;Regular;Entrega en su domicilio real;No debiera ser tan complejo el trámite de incorporación de Ofici.-os por Mesa de entradas
5/31/2021 14:58:20;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
5/31/2021 16:48:57;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
5/31/2021 17:11:52;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
5/31/2021 17:55:18;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
5/31/2021 18:45:38;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
5/31/2021 18:55:53;NO;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;en este momento inicio la gestión, espero una pronta respuesta.
5/31/2021 19:30:43;SI;SI;SI;Satisfactoria;Regular;Descarga de la página web de ATM;Agregar información respecto de trámites ante Catastro 
5/31/2021 20:01:35;SI;SI;SI;Satisfactoria;Buena;Recepción por correo electrónico;
5/31/2021 20:30:14;NO;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
6/1/2021 9:46:19;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;el servicio telefónico tiene mucha demora en atender, deberían haber más operadores
6/1/2021 9:46:42;NO;SI;SI;Satisfactoria;Buena;no debo pagar;me estan haciendo preguntas que no puedo responder en este momento y no me dejan completar la encuesta con lo que si puedo responde, entonces debo tildar algo sin razon de ser   
6/1/2021 10:10:58;SI;SI;SI;Poco satisfactoria;Buena;Descarga de la página web de ATM;Los inmuebles cuya propiedad pertenece a mas de un titular deberían aparecer en la oficina virtual de todos los titulares y cotitulares
6/1/2021 10:36:09;SI;SI;SI;Satisfactoria;Regular;Descarga de la página web de ATM;se hizo facil luego de que fuera a la ventanilla unica con turno previo y alli me dieran el instructivo 
6/1/2021 10:46:51;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;.
6/1/2021 10:47:10;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
6/1/2021 10:48:30;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
6/1/2021 11:12:17;SI;NO;NO;Nada satisfactoria;Regular;Descarga de la página web de ATM;
6/1/2021 11:13:19;NO;SI;SI;Satisfactoria;Buena;Recepción por correo electrónico;
6/1/2021 11:44:54;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
6/1/2021 11:53:11;NO;SI;NO;Satisfactoria;Buena;Descarga de la página web de ATM;
6/1/2021 12:14:55;NO;SI;SI;Satisfactoria;Buena;Recepción por correo electrónico;
6/1/2021 12:21:21;SI;NO;NO;Poco satisfactoria;Regular;Descarga de la página web de ATM;"Mi sugerencia es que el procedimiento para el sellado de las órdenes de compra sea mucho mas sencillo, y que que al generar un sellado no implique un nacimiento de hecho imponible ; que sea simplemente un vep o una boleta que se pueda rehacer las veces que haga falta"
6/1/2021 12:25:17;SI;NO;SI;Nada satisfactoria;Regular;Descarga de la página web de ATM;Corregir la manera de hacer los tramites. Ya que siendo escribana, no puedo consultar la deuda de los inmuebles de manera rapida y eficiente, mas en en medio de esta pandemia que no podemos ir al lugar sin previo turno. 
6/1/2021 12:45:30;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
6/1/2021 15:36:42;NO;SI;NO;Satisfactoria;Buena;Descarga de la página web de ATM;
6/1/2021 16:05:16;NO;SI;SI;Satisfactoria;Buena;No pago boleto ;
6/1/2021 16:40:15;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;para el sellado de contratos podrían colocar la opción de anotar el padrón aunque no figure en el listado y que se adjunte la escritura, en vez de tener que derivarlo por expte electrónico que demora mucho la obtención del boleto.
6/1/2021 16:47:25;SI;SI;SI;Nada satisfactoria;Muy Buena;Descarga de la página web de ATM;Muy mala atención, no resolvieron el problema y demoraron 2 meses en responder.
6/1/2021 18:03:11;SI;SI;SI;Muy satisfactoria;Muy Buena;Recepción por correo electrónico;
6/1/2021 18:56:04;NO;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
6/1/2021 19:25:43;NO;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;Hoy llegue tarde al turno en Ventanilla única, y sin embargo el personal me atendió excelente. 
6/1/2021 20:20:04;SI;SI;NO;Poco satisfactoria;Mala;Descarga de la página web de ATM;Si tengo un reclamo que hacer de sellados que es lo que mas ocupo es un problema porque nadie me toma el reclamo o consulta.
6/1/2021 21:33:57;SI;SI;SI;Poco satisfactoria;Muy Buena;Descarga de la página web de ATM;
6/1/2021 22:09:47;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
6/1/2021 22:30:13;NO;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
6/1/2021 23:06:17;NO;NO;SI;Poco satisfactoria;Regular;Recepción por correo electrónico;Más claridad en la guía de trámites y para las impresiones de boletas de pago y bajas de los dominios y pago de los mismos
6/2/2021 8:41:18;NO;SI;SI;Satisfactoria;Buena;No aplicable;
6/2/2021 9:43:25;SI;SI;SI;Muy satisfactoria;Buena;Descarga de la página web de ATM;
6/2/2021 10:38:13;NO;SI;SI;Satisfactoria;Buena;Entrega en su domicilio real;
6/2/2021 10:47:24;SI;SI;SI;Muy satisfactoria;Muy Buena;Entrega en su domicilio real;
6/2/2021 11:14:30;SI;SI;SI;Nada satisfactoria;Buena;Descarga de la página web de ATM;He presentado oficios judiciales y ya ha pasado un mes y medio sin obtener respuesta, ambos son la última prueba necesaria en dichos procesos para solicitar sentencia, y a la vez son procesos de objeto urgente. sugiero una comunicación más fluida con los abogados, ya sea por vía telefónica o por correo.
6/2/2021 11:52:24;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
6/2/2021 12:05:12;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;"Hay trámites que no resuelve la web ni está actualizado en Preguntas Frecuentes como Pagos Duplicados. He tratado de comunicarme telefónicamente durante 2 días sin atenderme. 
Al momento no he podido solucionar el problema ni he recibido una respuesta."
6/2/2021 13:16:36;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
6/2/2021 13:48:35;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
6/2/2021 14:01:51;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
6/2/2021 15:12:52;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
6/2/2021 15:45:03;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
6/2/2021 17:18:08;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
6/2/2021 19:22:50;SI;NO;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
6/2/2021 19:35:56;SI;SI;SI;Satisfactoria;Buena;Recepción por correo electrónico;
6/2/2021 21:07:04;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
6/2/2021 21:56:17;SI;SI;NO;Poco satisfactoria;Regular;Descarga de la página web de ATM;Necesitamos que funcione correctamente el servicio de atención al público telefónico con personas ESPECIALIZADAS EN CADA TEMA CON PRACTICA NO TEORÍA y en horario muy extendido. 
6/3/2021 9:11:30;SI;SI;SI;Satisfactoria;Buena;Recepción por correo electrónico;
6/3/2021 9:25:48;SI;SI;NO;Poco satisfactoria;Regular;Descarga de la página web de ATM;
6/3/2021 9:28:29;NO;SI;SI;Satisfactoria;Buena;NINGUNO;
6/3/2021 9:28:37;SI;SI;SI;Poco satisfactoria;Regular;Recepción por correo electrónico;
6/3/2021 9:52:35;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
6/3/2021 10:45:52;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
6/3/2021 11:05:25;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;No se si se puede actualmente, pro deberiamos poder cargar mas de un mail para recibir información. En mi caso particular le llega al estudio contable unicamente. 
6/3/2021 11:28:43;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
6/3/2021 11:43:18;SI;SI;SI;Satisfactoria;Buena;Recepción por correo electrónico;
6/3/2021 12:20:08;SI;SI;SI;Nada satisfactoria;Buena;mail;que atiendan mi solicitud soy de malargue vengo pidiendo en reiteradas ocaciones me den la excención del 50% impuesto automotor y no me responden
6/3/2021 12:40:15;SI;SI;SI;Muy satisfactoria;Buena;Descarga de la página web de ATM;
6/3/2021 12:45:32;NO;SI;SI;Poco satisfactoria;Buena;Descarga de la página web de ATM;NO ESTA CLARA LA FORMA EFECTUAR ANULACIONES
6/3/2021 12:47:54;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
6/3/2021 12:54:32;SI;SI;SI;Satisfactoria;Buena;Recepción por correo electrónico;
6/3/2021 13:52:25;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;Hay tramites que no necesitan codigos retributivos, por lo cual, si es necesario debe solicitarse, caso contrario no.
6/3/2021 14:01:35;SI;NO;NO;Nada satisfactoria;Regular;No gestiono ningún pago sino que gestiono la obtencion de datos catastrales. ;Por favor crear una ventana para obtener datos de Nomenclatura catastral y padron territorial
6/3/2021 14:16:41;NO;SI;SI;Muy satisfactoria;Buena;Descarga de la página web de ATM;
6/3/2021 14:23:42;NO;SI;SI;Satisfactoria;Regular;Convenio;
6/3/2021 15:00:30;SI;SI;SI;Satisfactoria;Regular;Recepción por correo electrónico;
6/3/2021 15:29:54;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
6/3/2021 15:39:26;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
6/3/2021 16:00:57;SI;SI;SI;Poco satisfactoria;Buena;Descarga de la página web de ATM;
6/3/2021 16:33:16;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
